163417,兴全合宜
162605,景顺鼎益
161005,富国天惠
163406,兴全合润
163402,兴全趋势
162703,广发小盘
161903,万家优选
161810,银华内需
163415,兴全模式
165516,信诚周期
160505,博时主题
160133,南方天元
163409,兴全绿色
164403,农业精选
167001,平安鼎泰
160142,优势产业
163412,兴全轻资
161131,易基科润
160311,华夏蓝筹
162607,景顺资源
168103,九泰锐益
163001,长信医疗
169104,东证睿满
160916,优选LOF
166006,中欧成长
160211,国泰小盘
